Course Code,Course Name,Average GPA Expected,Average Study Hours per Week,Count,Department
LTWR 102,Poetry Workshop,3.85,3.934074074074074,27,LTWR
LTWR 102,Poetry Workshop               ,3.7916666666666665,4.663333333333333,6,LTWR
LTWR 103,Digital Poetics Workshop,3.8,8.1,2,LTWR
LTWR 103,Digital Poetics Workshop      ,3.55,8.36,2,LTWR
LTWR 104,The Novella                   ,3.53,5.046666666666667,3,LTWR
LTWR 104A,The Novella I,3.6533333333333338,6.416666666666667,3,LTWR
LTWR 104A,The Novella I                 ,3.29,6.5,1,LTWR
LTWR 104B,The Novella II,3.7899999999999996,8.213333333333333,3,LTWR
LTWR 104B,The Novella II                ,3.71,5.93,1,LTWR
LTWR 106,Sci FictionFantasyIrrealism,3.711,5.619,10,LTWR
LTWR 106,Sci FictionFantasyIrrealism ,3.7533333333333334,5.420000000000001,3,LTWR
LTWR 107,Writing for Children          ,3.8433333333333333,3.876666666666667,3,LTWR
LTWR 109,Writ & Publ Children's Literat,3.6199999999999997,4.213333333333334,3,LTWR
LTWR 110,Screen Writing,3.8200000000000003,4.877142857142857,7,LTWR
LTWR 110,Screen Writing                ,3.813333333333333,4.656666666666666,3,LTWR
LTWR 110B,Advnced Screen Writing Workshp,3.835,7.195,2,LTWR
LTWR 112,Adapting Literature to Screen ,3.736666666666667,5.043333333333333,3,LTWR
LTWR 113,Intercultural Writing         ,3.6799999999999997,2.9333333333333336,3,LTWR
LTWR 113,Intercultural Writing Workshop,3.8449999999999998,5.171666666666667,18,LTWR
LTWR 114,Graphic Texts Workshop,3.7099999999999995,6.646666666666667,12,LTWR
LTWR 114,Graphic Texts Workshop        ,3.5,8.28,1,LTWR
LTWR 114,Workshops in Graphic Texts    ,3.5233333333333334,6.739999999999999,3,LTWR
LTWR 115,Experimental Writing          ,3.6585714285714284,6.11,7,LTWR
LTWR 115,Experimental Writing Workshop,3.824,4.680400000000001,25,LTWR
LTWR 115,Experimental Writing Workshop ,3.572,5.156000000000001,5,LTWR
LTWR 117,Landscape Poetry              ,3.75,4.0,1,LTWR
LTWR 119,Writing for Performance       ,3.15,4.04,1,LTWR
LTWR 119,Writing for Performance Wrkshp,3.79625,4.20875,8,LTWR
LTWR 120,Personal Narrative            ,3.685,6.1537500000000005,8,LTWR
LTWR 120,Personal Narrative Workshop,3.6590000000000003,4.6315,20,LTWR
LTWR 120,Personal Narrative Workshop   ,3.7399999999999998,5.16,3,LTWR
LTWR 121,Media Writing                 ,3.535,3.695,4,LTWR
LTWR 121,Media Writing Workshop,3.62,4.776,5,LTWR
LTWR 121,Media Writing Workshop        ,3.5233333333333334,5.116666666666666,3,LTWR
LTWR 122,Writing for the Sciences      ,3.4850000000000003,4.779999999999999,2,LTWR
LTWR 122,Writing for the Sciences Wkshp,3.71,4.37,9,LTWR
LTWR 124,Transltion/Literary Text Works,3.776,3.4219999999999997,5,LTWR
LTWR 126,Creative Non-Fiction Workshops,3.678,4.734,5,LTWR
LTWR 126,Creative Nonfiction Workshop,3.7277777777777774,4.742222222222222,18,LTWR
LTWR 126,Creative Nonfiction Workshop  ,3.7390909090909092,4.361818181818181,11,LTWR
LTWR 128,Editing Workshop              ,3.71,4.0,1,LTWR
LTWR 129,Distributing Literature       ,3.415,3.43,2,LTWR
LTWR 129,Distributing Literature Wrkshp,3.8457142857142856,4.271428571428571,7,LTWR
LTWR 140,History of Writing,3.78,4.162,5,LTWR
LTWR 143,Stylistics and Grammar,3.6670000000000003,4.474,10,LTWR
LTWR 143,Stylistics and Grammar        ,3.4539999999999997,5.512,5,LTWR
LTWR 144,The Teaching of Writing,3.3425000000000002,4.8,4,LTWR
LTWR 144,The Teaching of Writing       ,3.4799999999999995,4.634,5,LTWR
LTWR 148,Theory for Writers,3.6558333333333333,6.109166666666667,12,LTWR
LTWR 148,Theory for Writers            ,3.336,6.728,5,LTWR
LTWR 194,Capstone Course for Writing,3.882857142857143,5.109999999999999,7,LTWR
LTWR 4,Lang&Learning in America Acad,3.611666666666667,6.614999999999999,6,LTWR
LTWR 8A,Writing Fiction,3.683636363636363,4.58,22,LTWR
LTWR 8A,Writing Fiction               ,3.7310000000000003,4.907,10,LTWR
LTWR 8B,Writing Poetry,3.841818181818182,3.228181818181818,22,LTWR
LTWR 8B,Writing Poetry                ,3.7039999999999997,3.571,10,LTWR
LTWR 8C,Writing Non-Fiction,3.649545454545455,3.9681818181818183,22,LTWR
LTWR 8C,Writing Non-Fiction           ,3.4939999999999998,4.693,10,LTWR
MAE 1,Intro/Mech & Aerospace Engin  ,3.27,3.9599999999999995,3,MAE
MAE 101A,Introductory Fluid Mechanics,3.1457894736842102,8.297368421052632,38,MAE
MAE 101A,Introductory Fluid Mechanics  ,3.2858823529411763,7.635294117647059,17,MAE
MAE 101B,Advanced Fluid Mechanics,3.2342105263157896,8.272894736842105,38,MAE
MAE 101B,Advanced Fluid Mechanics      ,3.2633333333333336,8.158666666666667,15,MAE
MAE 101C,Heat Transfer,3.1960526315789473,7.5728947368421045,38,MAE
MAE 101C,Heat Transfer                 ,3.160909090909091,8.22090909090909,11,MAE
MAE 101D,Intermediate Heat Transfer,3.3125,6.984999999999999,4,MAE
MAE 102,Fluid Mechanics/Structural Eng,3.35,6.13,1,MAE
MAE 104,Aerodynamics,3.254210526315789,7.387894736842106,19,MAE
MAE 104,Aerodynamics                  ,3.3681818181818177,7.573636363636364,11,MAE
MAE 105,Intro To Mathematical Physics,3.2112499999999997,7.881666666666667,24,MAE
MAE 105,Intro To Mathematical Physics ,3.203333333333333,7.294,15,MAE
MAE 105,Intro to Mathematical Physics,3.0635714285714286,8.374285714285714,14,MAE
MAE 107,Computational Methods/Engineer,3.25625,8.101964285714285,56,MAE
MAE 108,Prob & Stats/Method/Mech Eng,3.3546666666666667,6.441333333333334,15,MAE
MAE 108,Prob & Stats/Method/Mech Eng  ,3.39,6.283333333333334,3,MAE
MAE 11,Thermodynamics,3.058,9.182500000000001,20,MAE
MAE 110,Thermodynamic Systems,3.1616666666666666,8.111666666666666,6,MAE
MAE 110A,Thermodynamics,3.209375,9.039375,16,MAE
MAE 110A,Thermodynamics                ,3.168125,8.946875,16,MAE
MAE 110B,Thermodynamic Systems,3.15,7.33,1,MAE
MAE 110B,Thermodynamic Systems         ,3.3166666666666664,8.163333333333334,3,MAE
MAE 113,Fundamentals of Propulsion,3.3091666666666666,7.645,12,MAE
MAE 113,Fundamentals of Propulsion    ,3.132,7.891,10,MAE
MAE 117A,Elementary Plasma Physics,3.3333333333333335,5.046666666666667,3,MAE
MAE 118,Intro to Energy & Environment,3.4388888888888887,3.4222222222222225,9,MAE
MAE 118,Intro to Energy & Environment ,3.36,4.3,1,MAE
MAE 118,Introduction to Energy Systems,3.56,3.9675,4,MAE
MAE 118A,Introduction to Energy Systems,3.56,3.9675,4,MAE
MAE 118B,21st Century Energy Tech I    ,3.4775,4.7775,4,MAE
MAE 118C,21st Century Energy Tech II   ,3.16,5.9433333333333325,3,MAE
MAE 119,21st Century Energy Tech I    ,3.4775,4.7775,4,MAE
MAE 119,Intro Renew Energ/Solar & Wind,3.285833333333333,5.71,12,MAE
MAE 120,21st Century Energy Tech II   ,3.16,5.9433333333333325,3,MAE
MAE 120,Introduction to Nuclear Energy,3.293333333333333,6.161666666666666,12,MAE
MAE 121,Air Polutn Trnspt./Disp. Mdlng,3.14,5.64,1,MAE
MAE 122,Flow & Transport/Environment,3.005454545454546,7.718181818181819,11,MAE
MAE 122,Flow & Transport/Environment  ,3.336,6.401999999999999,5,MAE
MAE 123,Fluid-Solid Interactions/Envr ,3.44,5.83,1,MAE
MAE 123,Intro/Transprt in Porous Media,3.2838461538461536,5.231538461538462,13,MAE
MAE 124,Envrnmntl Chall: Science & Sol,3.5415384615384613,4.67,13,MAE
MAE 124,The Human Earth               ,3.34,3.61,2,MAE
MAE 125,Building Energy Efficiency,3.3066666666666666,6.04,3,MAE
MAE 125A,Flow & Transport/Environment  ,3.336,6.401999999999999,5,MAE
MAE 125B,Fluid-Solid Interactions/Envr ,3.44,5.83,1,MAE
MAE 125B,Intro/Transprt in Porous Media,3.46,5.615,2,MAE
MAE 126A,Environmental Enginring Lab,3.4375,7.44375,8,MAE
MAE 126A,Environmental Enginring Lab I,3.4,7.83,1,MAE
MAE 126A,Environmental Enginring Lab I ,3.52,9.003333333333332,3,MAE
MAE 126B,Environmental Engineering Des.,3.6814285714285715,8.42,7,MAE
MAE 126B,Environmental Enginring Lab II,3.705,8.926666666666668,6,MAE
MAE 130,Advanced Vibrations,2.9899999999999998,7.081428571428572,7,MAE
MAE 130A,Mechanics I: Statics,3.4232142857142853,6.730357142857143,28,MAE
MAE 130A,Mechanics I: Statics          ,3.3347826086956522,7.835217391304348,23,MAE
MAE 130B,Mechanics II: Dynamics,3.2120833333333336,8.901666666666667,24,MAE
MAE 130B,Mechanics II: Dynamics        ,3.131764705882353,9.47764705882353,17,MAE
MAE 130C,Mechanics III: Vibrations,3.2807692307692307,7.6923076923076925,26,MAE
MAE 130C,Mechanics III: Vibrations     ,3.145,7.202,10,MAE
MAE 131A,Fundamentals/Solid Mechanics I,3.21,6.985,4,MAE
MAE 131A,Solid Mechanics I,3.3575,6.833636363636364,44,MAE
MAE 131A,Solid Mechanics I             ,3.311363636363636,7.876818181818181,22,MAE
MAE 131B,Solid Mechanics II,3.3066666666666666,6.463888888888889,18,MAE
MAE 131B,Solid Mechanics II            ,3.5380000000000003,7.441,10,MAE
MAE 131C,Solid Mechanics III           ,3.0,5.73,1,MAE
MAE 133,Finite Element Methods in MAE,3.2483333333333335,9.176666666666668,6,MAE
MAE 133,Finite Element Methods in MAE ,3.564,6.26,5,MAE
MAE 140,Linear Circuits,3.268666666666667,7.006666666666666,15,MAE
MAE 140,Linear Circuits               ,3.355,6.887222222222222,18,MAE
MAE 142,Dynmcs&Control/Aerospace Vehic,3.4825,5.913125,16,MAE
MAE 143A,Signals and Systems,2.924,8.5695,20,MAE
MAE 143A,Signals and Systems           ,3.2078571428571427,7.354285714285714,14,MAE
MAE 143B,Linear Control,3.0685714285714285,8.032857142857143,21,MAE
MAE 143B,Linear Control                ,3.195333333333333,6.973333333333333,15,MAE
MAE 143C,Digital Control Systems,3.4775,9.955,4,MAE
MAE 143C,Digital Control Systems       ,3.67,8.72,1,MAE
MAE 144,Embedded Control & Robotics,2.968571428571429,9.592857142857143,7,MAE
MAE 145,Robotic Planning & Estimation,3.3600000000000003,7.692,5,MAE
MAE 146,Intro to ML Algorithms,3.6399999999999997,8.815000000000001,2,MAE
MAE 148,Intro to Autonomous Vehicles,3.679047619047619,11.861428571428572,21,MAE
MAE 149,Sensor Networks,2.88,4.5,1,MAE
MAE 150,Computational Methods/Design,3.245,8.335,2,MAE
MAE 150,Computer-Aided Analysis&Design,3.326666666666667,9.716410256410256,39,MAE
MAE 150,Computer-Aided Design,3.32,9.560714285714285,14,MAE
MAE 152,Intro Manual and CNC Machining,3.8333333333333335,1.6358333333333333,12,MAE
MAE 154,Prod. Desgn. & Entrepreneur.,3.8866666666666667,7.446666666666666,6,MAE
MAE 155A,Aerospace Engineering Design I,3.7195238095238095,6.057142857142857,21,MAE
MAE 155B,Aerospace Engineering Desgn II,3.7670967741935484,10.053225806451612,31,MAE
MAE 156A,Fund. Prin./Mechanical Desgn I,3.5122222222222224,13.683333333333334,54,MAE
MAE 156B,Fund. Prin/Mechanical Desgn II,3.719178082191781,14.500821917808219,73,MAE
MAE 160,Mechanical Behavior/Materials,3.6083333333333334,5.528333333333333,18,MAE
MAE 160,Mechanical Behavior/Materials ,3.4924999999999997,6.6308333333333325,12,MAE
MAE 165,Fatige&Failure Anlys/Eng Comp,3.67,6.5,1,MAE
MAE 165,Fatige&Failure Anlys/Eng Comp ,3.7925,8.3575,4,MAE
MAE 166,Modern Concepts/Nanotechnology,3.2249999999999996,5.465,2,MAE
MAE 166,Nanomaterials,3.46125,5.0112499999999995,8,MAE
MAE 166,Nanomaterials                 ,3.72,3.3666666666666667,3,MAE
MAE 170,Experimental Techniques,3.3872500000000003,9.70325,40,MAE
MAE 170,Experimental Techniques       ,3.455416666666667,9.145416666666668,24,MAE
MAE 171A,Mechanical Engineering Lab    ,3.492,8.892,5,MAE
MAE 171A,Mechanical Engineering Lab I,3.512,8.125333333333334,15,MAE
MAE 171A,Mechanical Engineering Lab I  ,3.47,7.34,2,MAE
MAE 171B,Mechancial Engineering Lab    ,3.6757142857142857,10.612857142857143,7,MAE
MAE 171B,Mechancial Engineering Lab II,3.915,10.35,2,MAE
MAE 171B,Mechancial Engineering Lab II ,3.6740000000000004,10.059999999999999,5,MAE
MAE 175A,Aerospace Engineering Lab,3.469090909090909,8.114545454545455,11,MAE
MAE 175A,Aerospace Engineering Lab     ,3.3833333333333333,8.685,6,MAE
MAE 180A,Spacecraft Guidance I,3.321578947368421,6.8921052631578945,19,MAE
MAE 180A,Spacecraft Guidance I         ,3.4322222222222223,6.205555555555556,9,MAE
MAE 180B,Space Science & Engineering   ,3.51,2.99,2,MAE
MAE 181,Space Mission Analysis/Design,3.411818181818182,5.944545454545454,11,MAE
MAE 181,Space Mission Analysis/Design ,3.4599999999999995,5.653333333333333,3,MAE
MAE 181,Space Science & Engineering   ,3.533333333333333,2.99,3,MAE
MAE 184,Flight Simulation Techniques,3.84,5.54,4,MAE
MAE 185,Computational Fluid Mechanics,3.64,6.36,1,MAE
MAE 190,Topics in Mech and Aero Eng,3.6181818181818177,5.908181818181817,11,MAE
MAE 191,Topics in Mech & Aero Lab,3.85,5.97,1,MAE
MAE 192,Sr Sem Aerospace/Envrnmtl/Mech,3.0,1.3,1,MAE
MAE 198,Directed Group Study,3.665,7.375,2,MAE
MAE 2,Intro to Aerospace Engineering,3.40421052631579,5.24578947368421,19,MAE
MAE 20,Elements of Materials Science,3.5006896551724136,5.821724137931035,29,MAE
MAE 20,Elements of Materials Science ,3.356,5.934,15,MAE
MAE 21,Aerospace Materials Science,3.801666666666667,4.128333333333333,6,MAE
MAE 3,Intro to Mechanical Design,3.3674999999999997,14.0225,4,MAE
MAE 3,Intro/Engineering Graphcs&Desn,3.529565217391305,13.312391304347827,46,MAE
MAE 30A,Kinematics,3.26625,7.4675,8,MAE
MAE 30A,Statics & Intro to Dynamics,3.3311111111111114,6.901111111111111,9,MAE
MAE 30B,Dynamics and Vibrations,3.1844444444444444,7.230555555555556,18,MAE
MAE 40,Linear Circuits,2.745,8.655,10,MAE
MAE 5,Quantitative Computer Skills,3.6866666666666665,4.349047619047619,21,MAE
MAE 5,Quantitative Computer Skills  ,3.6872727272727275,3.592727272727273,11,MAE
MAE 7,Spatial Visualization,4.0,1.296842105263158,19,MAE
MAE 8,MATLAB Program for Engr Analys,3.4641176470588233,7.037450980392157,51,MAE
MAE 87,Freshman Seminar,3.95,0.932,5,MAE
MAE 87,Freshman Seminar              ,4.0,0.665,2,MAE
MAE 9,C/C++ Programming             ,3.6700000000000004,6.241,20,MAE
MAE 92A,Design Competitn/Fly Aircraft,4.0,1.83,1,MAE
MAE 93,Design Compet/Design Race Car,4.0,3.902857142857143,7,MAE
MAE 94,Rocketry Competitions,3.67,1.5,1,MAE
MAE 98,Directed Group Study,4.0,2.33,1,MAE
MATH 100A,Abstract Algebra I,3.2211764705882353,8.900588235294117,17,MATH
MATH 100A,Abstract Algebra I            ,3.31,9.116666666666667,3,MATH
MATH 100A,Modern Algebra                ,3.31,7.715,2,MATH
MATH 100B,Abstract Algebra II,3.200909090909091,9.012727272727274,11,MATH
MATH 100B,Abstract Algebra II           ,3.223333333333333,8.76,3,MATH
MATH 100B,Modern Algebra                ,3.18,9.03,1,MATH
MATH 100C,Abstract Algebra III,3.297272727272727,9.05181818181818,11,MATH
MATH 100C,Abstract Algebra III          ,3.23,9.433333333333334,3,MATH
MATH 102,Applied Linear Algebra,3.360909090909091,8.026545454545454,55,MATH
MATH 102,Applied Linear Algebra        ,3.3042857142857143,7.0807142857142855,14,MATH
MATH 103A,Applied Modern Algebra        ,3.3925,6.055,4,MATH
MATH 103A,Modern Algebra I,3.173620689655172,7.9896551724137925,58,MATH
MATH 103A,Modern Algebra I              ,3.1666666666666665,7.831666666666667,6,MATH
MATH 103B,Applied Modern Algebra        ,3.1833333333333336,5.33,3,MATH
MATH 103B,Modern Algebra II,3.0530952380952376,8.389047619047618,42,MATH
MATH 103B,Modern Algebra II             ,3.171666666666667,7.97,6,MATH
MATH 104A,Number Theory                 ,3.263333333333333,7.6866666666666665,6,MATH
MATH 104A,Number Theory I,3.26,7.8500000000000005,18,MATH
MATH 104A,Number Theory I               ,3.21,7.15,2,MATH
MATH 104B,Number Theory                 ,3.5,5.9,1,MATH
MATH 104B,Number Theory II,3.4588888888888887,7.496666666666666,9,MATH
MATH 104B,Number Theory II              ,2.86,5.93,1,MATH
MATH 104C,Number Theory III,3.66,6.7,5,MATH
MATH 104C,Number Theory III             ,3.6,4.1,1,MATH
MATH 105,Basic Number Theory,2.9433333333333334,7.803333333333334,6,MATH
MATH 106,Intro/Algebraic Geometry,3.065,9.0,2,MATH
MATH 109,Mathematical Reasoning,3.3231756756756754,7.78722972972973,148,MATH
MATH 109,Mathematical Reasoning        ,3.19375,7.278499999999999,40,MATH
MATH 10A,Calculus                      ,3.257142857142857,4.9554285714285715,35,MATH
MATH 10A,Calculus I,3.0208695652173914,6.443478260869565,92,MATH
MATH 10A,Calculus I                    ,3.005,6.4775,4,MATH
MATH 10B,Calculus                      ,3.213913043478261,5.501304347826087,46,MATH
MATH 10B,Calculus II,3.0492660550458717,6.532201834862385,109,MATH
MATH 10B,Calculus II                   ,3.07,7.07,7,MATH
MATH 10C,Calculus                      ,3.2902439024390246,5.058292682926829,41,MATH
MATH 10C,Calculus III,3.2073493975903613,6.35710843373494,83,MATH
MATH 10C,Calculus III                  ,3.15,6.418000000000001,5,MATH
MATH 11,Calculus-Based Prob & Stats,3.273469387755102,7.3861224489795925,49,MATH
MATH 11,Calculus-Based Prob & Stats   ,3.1,7.38,1,MATH
MATH 11,Elem. Probability & Statistics,3.372,6.38,5,MATH
MATH 110,Intro/Partial Diff Equations,2.9859999999999998,8.584,5,MATH
MATH 110,Intro/Partial Differ Equations,3.2299999999999995,6.012,5,MATH
MATH 110A,Intro to PDE I,3.6,9.3,1,MATH
MATH 110A,Intro/Partial Differ Equations,3.27,7.617916666666667,24,MATH
MATH 110B,Partial Diff Equa∫ Equ,3.5144444444444445,8.055555555555555,9,MATH
MATH 111A,Mathematical Modeling         ,3.77,2.5,1,MATH
MATH 111A,Mathematical Modeling I,3.664285714285714,5.091428571428572,14,MATH
MATH 111A,Mathematical Modeling I       ,3.4749999999999996,5.335,2,MATH
MATH 111B,Mathematical Modeling II,4.0,4.4,2,MATH
MATH 114,Intro/Computatnl Stochastics,3.45,6.59,2,MATH
MATH 120A,Elements of Complex Analysis,3.3393548387096774,7.652258064516129,31,MATH
MATH 120A,Elements of Complex Analysis  ,3.34375,7.483750000000001,16,MATH
MATH 120B,Applied Complex Analysis,3.485454545454546,6.945454545454546,11,MATH
MATH 120B,Applied Complex Analysis      ,3.4450000000000003,7.256666666666667,6,MATH
MATH 121A,Found of Teachg/Learng Math I,3.480909090909091,5.086363636363637,11,MATH
MATH 121A,Found of Teachg/Learng Math I ,3.614,4.952,5,MATH
MATH 121B,Found of Teachg/Learng Math II,3.4526666666666666,5.072,15,MATH
MATH 130,Diff Eqs & Dynamical Systems,3.2824999999999998,7.6325,4,MATH
MATH 130A,Ordinary Differential Equation,3.275,5.619999999999999,2,MATH
MATH 130A,Ordinary Differntl Equation I,3.424285714285714,7.24,7,MATH
MATH 130A,Ordinary Differntl Equation I ,3.39,6.576666666666667,3,MATH
MATH 130B,Ordinary Differential Equation,3.45,5.77,1,MATH
MATH 130B,Ordinary Differntl Equation II,3.3057142857142856,6.951428571428571,7,MATH
MATH 140A,Foundations of Analysis       ,3.175,8.0975,4,MATH
MATH 140A,Foundations of Real Analysis I,3.0851515151515154,10.763636363636364,33,MATH
MATH 140B,Foundations of Analysis       ,3.4050000000000002,8.0875,4,MATH
MATH 140B,Foundations/Real Analysis II,3.394230769230769,9.623846153846154,26,MATH
MATH 140B,Foundations/Real Analysis II  ,3.393333333333333,9.706666666666667,6,MATH
MATH 140C,Foundations of Analysis       ,3.8,8.665,2,MATH
MATH 140C,Foundations/Real Analysis III,3.4472727272727273,8.785454545454545,11,MATH
MATH 140C,Foundations/Real Analysis III ,3.2433333333333336,10.693333333333333,3,MATH
MATH 142A,Advanced Calculus             ,3.06,6.4825,4,MATH
MATH 142A,Introduction to Analysis I,3.1013114754098363,9.055409836065573,61,MATH
MATH 142A,Introduction to Analysis I    ,3.2566666666666664,8.347777777777777,9,MATH
MATH 142B,Advanced Calculus             ,3.1475,6.46,4,MATH
MATH 142B,Introduction to Analysis II,3.2028846153846158,8.7225,52,MATH
MATH 142B,Introduction to Analysis II   ,3.3777777777777778,8.775555555555556,9,MATH
MATH 144,Intro to Fourier Analysis,3.66,11.2425,4,MATH
MATH 146,Analysis of Ordinary Diff Eqs,3.44,8.28,1,MATH
MATH 148,Analysis of Partial Diff Eqs,3.2,8.645,2,MATH
MATH 150A,Differential Geometry,3.1545454545454548,8.304545454545455,11,MATH
MATH 150A,Differential Geometry         ,3.4166666666666665,7.703333333333333,3,MATH
MATH 150B,Calculus on Manifolds,3.585714285714286,7.154285714285714,7,MATH
MATH 150B,Calculus on Manifolds         ,3.69,8.1,3,MATH
MATH 152,Applicable Math and Computing,3.4107142857142856,6.114285714285714,14,MATH
MATH 152,Applicable Math and Computing ,3.526666666666667,4.93,3,MATH
MATH 153,Geometry for Secondary Teacher,3.371875,7.2837499999999995,16,MATH
MATH 154,Discrete Math & Graph Theory,3.3366666666666664,7.89,21,MATH
MATH 154,Discrete Math & Graph Theory  ,3.37,6.0975,4,MATH
MATH 155A,Geometric Computer Graphics,3.5591666666666666,7.991666666666667,12,MATH
MATH 155A,Geometric Computer Graphics   ,3.465,5.5,2,MATH
MATH 155B,Topics in Computer Graphics,3.3525,9.5825,4,MATH
MATH 157,Intro to Mathematical Software,3.375,9.348333333333334,6,MATH
MATH 158,Extremal Combinatorics/Graph,3.49,7.6975,4,MATH
MATH 15A,Intro/Discrete Mathematics,3.4842857142857144,5.604285714285715,7,MATH
MATH 160A,Elementary Math Logic I,3.17,7.9075,4,MATH
MATH 160A,Elementary Math Logic I       ,3.4,6.83,1,MATH
MATH 160B,Elementary Math Logic II,3.67,6.5,1,MATH
MATH 160B,Elementary Math Logic II      ,4.0,5.0,1,MATH
MATH 163,History of Mathematics,3.2736363636363635,5.1045454545454545,11,MATH
MATH 163,History of Mathematics        ,3.338,4.779999999999999,5,MATH
MATH 168A,Topics/Applied Math-Comp Sci,3.386,9.03,10,MATH
MATH 168A,Topics/Applied Math-Comp Sci  ,3.524,8.218,5,MATH
MATH 170A,Intro Numerical Analys/Linear,3.4009090909090904,7.605909090909091,44,MATH
MATH 170A,Intro Numerical Analys/Linear ,3.356666666666667,7.5249999999999995,6,MATH
MATH 170A,Numerical Linear Algebra      ,3.2075,5.865,4,MATH
MATH 170B,Intro/Numerical Analy/Approxim,3.3161764705882355,7.58764705882353,34,MATH
MATH 170B,Numerical Analysis            ,3.4524999999999997,7.215,4,MATH
MATH 170C,Intro Numerical Analy/Ord Diff,3.3607692307692307,7.109999999999999,13,MATH
MATH 170C,Numericl Ordinary Diff Equatns,3.43,5.93,1,MATH
MATH 171A,Intro Num Optimiz/Linear Prob ,3.44,7.49,2,MATH
MATH 171A,Intro Num Optimiz/Linear Prog,3.4990909090909095,7.286363636363637,11,MATH
MATH 171A,Intro Num Optimiz/Linear Prog ,3.08,6.83,1,MATH
MATH 171A,Mathematical Programming      ,3.43,5.5,1,MATH
MATH 171B,Intro Num Optimiz/Nonlinear,3.441818181818182,7.8136363636363635,11,MATH
